property,prefix,Context,Question,Correct Answer,negative_sample_type,raw_yes_logprob,raw_no_logprob,base_yes_logprob,base_no_logprob,adjusted_yes_logprob,adjusted_no_logprob,predicted_answer,is_correct
can sprout,potato,'',Can potato sprout?,Yes,random,-3.845249652862549,-5.348699569702148,-8.30986499786377,-6.029493808746338,4.464615345001221,0.6807942390441895,Yes,True
can squawk,a parakeet,'',Can a parakeet squawk?,Yes,random,-2.899458646774292,-4.407749652862549,-8.30986499786377,-6.029493808746338,5.4104063510894775,1.621744155883789,Yes,True
can squirt ink,a grater,'',Can a grater squirt ink?,No,random,-4.027042388916016,-3.513110399246216,-8.30986499786377,-6.029493808746338,4.282822608947754,2.516383409500122,Yes,False
can stab,leek,'',Can leek stab?,No,random,-5.403531551361084,-4.653850555419922,-8.30986499786377,-6.029493808746338,2.9063334465026855,1.375643253326416,Yes,False
can stain,ketchup,'',Can ketchup stain?,Yes,random,-2.927227258682251,-4.816626071929932,-8.30986499786377,-6.029493808746338,5.3826377391815186,1.2128677368164062,Yes,True
can stand on one leg,a saw,'',Can a saw stand on one leg?,No,random,-2.8454296588897705,-3.3497695922851562,-8.30986499786377,-6.029493808746338,5.464435338973999,2.6797242164611816,Yes,False
can stand up vertically,a kangaroo,'',Can a kangaroo stand up vertically?,Yes,random,-3.6516482830047607,-3.779003858566284,-8.30986499786377,-6.029493808746338,4.658216714859009,2.2504899501800537,Yes,True
can stand up vertically,a lion,'',Can a lion stand up vertically?,No,random,-3.9193501472473145,-3.29999041557312,-8.30986499786377,-6.029493808746338,4.390514850616455,2.7295033931732178,Yes,False
can sting,an ant,'',Can an ant sting?,Yes,random,-3.051452159881592,-3.679893970489502,-8.30986499786377,-6.029493808746338,5.258412837982178,2.349599838256836,Yes,True
can stop,a car,'',Can a car stop?,No,random,-3.3244683742523193,-3.3259055614471436,-8.30986499786377,-6.029493808746338,4.98539662361145,2.7035882472991943,Yes,False
can stop bullets,a mug,'',Can a mug stop bullets?,No,random,-3.6807847023010254,-3.4322662353515625,-8.30986499786377,-6.029493808746338,4.629080295562744,2.5972275733947754,Yes,False
can store beer and ale,a french horn,'',Can a french horn store beer and ale?,No,random,-4.076412677764893,-3.8219125270843506,-8.30986499786377,-6.029493808746338,4.233452320098877,2.2075812816619873,Yes,False
can store chutney,a football,'',Can a football store chutney?,No,random,-3.458477258682251,-4.104458332061768,-8.30986499786377,-6.029493808746338,4.8513877391815186,1.9250354766845703,Yes,False
can store food in its cheeks,a hamster,'',Can a hamster store food in its cheeks?,Yes,random,-3.253213405609131,-4.1226043701171875,-8.30986499786377,-6.029493808746338,5.056651592254639,1.9068894386291504,Yes,True
can store jam,a jar,'',Can a jar store jam?,Yes,random,-2.780590295791626,-4.517519474029541,-8.30986499786377,-6.029493808746338,5.5292747020721436,1.5119743347167969,Yes,True
can store milk,a bottle,'',Can a bottle store milk?,Yes,random,-2.860413074493408,-3.7389161586761475,-8.30986499786377,-6.029493808746338,5.449451923370361,2.2905776500701904,Yes,True
can store water,a daisy,'',Can a daisy store water?,No,random,-2.876499652862549,-3.5131001472473145,-8.30986499786377,-6.029493808746338,5.433365345001221,2.5163936614990234,Yes,False
can strut,banana,'',Can banana strut?,No,random,-4.027042388916016,-3.7779715061187744,-8.30986499786377,-6.029493808746338,4.282822608947754,2.2515223026275635,Yes,False
can suck blood,tights,'',Can tights suck blood?,No,random,-5.025850296020508,-3.7770423889160156,-8.30986499786377,-6.029493808746338,3.2840147018432617,2.2524514198303223,Yes,False
can support body weight,satsuma,'',Can satsuma support body weight?,No,random,-3.976367712020874,-4.476367950439453,-8.30986499786377,-6.029493808746338,4.3334972858428955,1.5531258583068848,Yes,False
can support spectacles,an ear,'',Can an ear support spectacles?,Yes,random,-3.6566619873046875,-4.945117950439453,-8.30986499786377,-6.029493808746338,4.653203010559082,1.0843758583068848,Yes,True
can support spectacles,a hose,'',Can a hose support spectacles?,No,random,-3.601367712020874,-4.232662677764893,-8.30986499786377,-6.029493808746338,4.7084972858428955,1.7968311309814453,Yes,False
can support the body,a squirrel,'',Can a squirrel support the body?,No,random,-3.17499041557312,-3.4315714836120605,-8.30986499786377,-6.029493808746338,5.134874582290649,2.5979223251342773,Yes,False
can survive nuclear attacks,a tugboat,'',Can a tugboat survive nuclear attacks?,No,random,-3.4193501472473145,-5.296465873718262,-8.30986499786377,-6.029493808746338,4.890514850616455,0.7330279350280762,Yes,False
can take up a lot of space,a buggy,'',Can a buggy take up a lot of space?,No,random,-3.1800637245178223,-5.296110153198242,-8.30986499786377,-6.029493808746338,5.129801273345947,0.7333836555480957,Yes,False
can taste,a heron,'',Can a heron taste?,No,random,-5.1822662353515625,-4.935315132141113,-8.30986499786377,-6.029493808746338,3.127598762512207,1.0941786766052246,Yes,False
can thicken,a helmet,'',Can a helmet thicken?,No,random,-3.204163074493408,-4.321211814880371,-8.30986499786377,-6.029493808746338,5.105701923370361,1.7082819938659668,Yes,False
can throw rocks,a catapult,'',Can a catapult throw rocks?,Yes,random,-3.2326626777648926,-4.129949569702148,-8.30986499786377,-6.029493808746338,5.077202320098877,1.8995442390441895,Yes,True
can trample,an elephant,'',Can an elephant trample?,Yes,random,-2.599466323852539,-3.8527634143829346,-8.30986499786377,-6.029493808746338,5.7103986740112305,2.1767303943634033,Yes,True
can transmit malaria,a chopping board,'',Can a chopping board transmit malaria?,No,random,-4.238952159881592,-4.490243911743164,-8.30986499786377,-6.029493808746338,4.070912837982178,1.5392498970031738,Yes,False
can transport goods,a box,'',Can a box transport goods?,Yes,random,-3.2527151107788086,-4.132617950439453,-8.30986499786377,-6.029493808746338,5.057149887084961,1.8968758583068848,Yes,True
can transport people,a truck,'',Can a truck transport people?,Yes,random,-3.229397773742676,-4.764860153198242,-8.30986499786377,-6.029493808746338,5.080467224121094,1.2646336555480957,Yes,True
can travel across countries,an airplane,'',Can an airplane travel across countries?,Yes,random,-3.5292913913726807,-4.413867950439453,-8.30986499786377,-6.029493808746338,4.780573606491089,1.6156258583068848,Yes,True
can travel long distances,a canoe,'',Can a canoe travel long distances?,No,random,-3.5076680183410645,-5.5171966552734375,-8.30986499786377,-6.029493808746338,4.802196979522705,0.5122971534729004,Yes,False
can trot,a pony,'',Can a pony trot?,Yes,random,-2.304893970489502,-3.8065714836120605,-8.30986499786377,-6.029493808746338,6.004971027374268,2.2229223251342773,Yes,True
can trot,a tongue,'',Can a tongue trot?,No,random,-3.557879686355591,-3.5588998794555664,-8.30986499786377,-6.029493808746338,4.751985311508179,2.4705939292907715,Yes,False
can turn into a pupa,a table,'',Can a table turn into a pupa?,No,random,-3.338003158569336,-3.8392715454101562,-8.30986499786377,-6.029493808746338,4.971861839294434,2.1902222633361816,Yes,False
can unravel,a yoyo,'',Can a yoyo unravel?,Yes,random,-3.530590295791626,-4.020540237426758,-8.30986499786377,-6.029493808746338,4.7792747020721436,2.00895357131958,Yes,True
can vibrate,a beetle,'',Can a beetle vibrate?,No,random,-2.9001338481903076,-4.277042388916016,-8.30986499786377,-6.029493808746338,5.409731149673462,1.7524514198303223,Yes,False
can waddle,a walrus,'',Can a walrus waddle?,Yes,random,-3.2547476291656494,-4.398403167724609,-8.30986499786377,-6.029493808746338,5.05511736869812,1.6310906410217285,Yes,True
can wade,potato,'',Can potato wade?,No,random,-4.117393970489502,-3.7432847023010254,-8.30986499786377,-6.029493808746338,4.192471027374268,2.2862091064453125,Yes,False
can wag its tail,a dog,'',Can a dog wag its tail?,Yes,random,-3.224466323852539,-3.9781627655029297,-8.30986499786377,-6.029493808746338,5.0853986740112305,2.051331043243408,Yes,True
can wake someone up,a cow,'',Can a cow wake someone up?,No,random,-4.1822662353515625,-4.1822662353515625,-8.30986499786377,-6.029493808746338,4.127598762512207,1.8472275733947754,Yes,False
can wallow,a buffalo,'',Can a buffalo wallow?,Yes,random,-2.63313627243042,-3.5103089809417725,-8.30986499786377,-6.029493808746338,5.67672872543335,2.5191848278045654,Yes,True
can wallow,a nightingale,'',Can a nightingale wallow?,No,random,-4.835399627685547,-3.9798262119293213,-8.30986499786377,-6.029493808746338,3.4744653701782227,2.0496675968170166,Yes,False
can water,a housefly,'',Can a housefly water?,No,random,-2.9794580936431885,-3.488952159881592,-8.30986499786377,-6.029493808746338,5.330406904220581,2.540541648864746,Yes,False
can whip cream,a whisk,'',Can a whisk whip cream?,Yes,random,-2.7027158737182617,-3.830019235610962,-8.30986499786377,-6.029493808746338,5.607149124145508,2.199474573135376,Yes,True
can whip cream,mushroom,'',Can mushroom whip cream?,No,random,-3.414254665374756,-4.664254665374756,-8.30986499786377,-6.029493808746338,4.895610332489014,1.365239143371582,Yes,False
can wink,an eye,'',Can an eye wink?,Yes,random,-3.776176929473877,-3.403169870376587,-8.30986499786377,-6.029493808746338,4.533688068389893,2.626323938369751,Yes,True
can work in teams,an otter,'',Can an otter work in teams?,Yes,random,-3.569375514984131,-4.088350296020508,-8.30986499786377,-6.029493808746338,4.740489482879639,1.94114351272583,Yes,True
can wriggle,a caterpillar,'',Can a caterpillar wriggle?,Yes,random,-2.9307847023010254,-3.4334216117858887,-8.30986499786377,-6.029493808746338,5.379080295562744,2.596072196960449,Yes,True
cannot fly,a peacock,'',Does a peacock cannot fly?,Yes,random,-3.7906625270843506,-3.0537774562835693,-8.30986499786377,-6.029493808746338,4.519202470779419,2.9757163524627686,Yes,True
carries food and drinks,a tray,'',Does a tray carrie food and drinks?,Yes,random,-4.093850135803223,-5.19967794418335,-8.30986499786377,-6.029493808746338,4.216014862060547,0.8298158645629883,Yes,True
carries food and drinks,a toad,'',Does a toad carrie food and drinks?,No,random,-4.591822147369385,-4.523813724517822,-8.30986499786377,-6.029493808746338,3.7180428504943848,1.5056800842285156,Yes,False
carries its young one in its pouch,a kangaroo,'',Does a kangaroo carrie its young one in its pouch?,Yes,random,-3.805320978164673,-3.0719125270843506,-8.30986499786377,-6.029493808746338,4.504544019699097,2.9575812816619873,Yes,True
carries one person,garlic,'',Does garlic carrie one person?,No,random,-4.421110153198242,-5.313032150268555,-8.30986499786377,-6.029493808746338,3.8887548446655273,0.7164616584777832,Yes,False
chases balls,a dog,'',Does a dog chase balls?,Yes,random,-2.7943501472473145,-3.7983365058898926,-8.30986499786377,-6.029493808746338,5.515514850616455,2.2311573028564453,Yes,True
collects food,a satchel,'',Does a satchel collect food?,No,random,-4.302118301391602,-3.1656627655029297,-8.30986499786377,-6.029493808746338,4.007746696472168,2.863831043243408,Yes,False
comes from cows,a housefly,'',Does a housefly come from cows?,No,random,-3.7919580936431885,-2.551452159881592,-8.30986499786377,-6.029493808746338,4.517906904220581,3.478041648864746,Yes,False
comes from grains,whiskey,'',Does whiskey come from grains?,Yes,random,-3.257617712020874,-4.536199569702148,-8.30986499786377,-6.029493808746338,5.0522472858428955,1.4932942390441895,Yes,True
comes in different designs,a football,'',Does a football come in different designs?,Yes,random,-3.7425637245178223,-4.632617950439453,-8.30986499786377,-6.029493808746338,4.567301273345947,1.3968758583068848,Yes,True
comes in flavors,chocolate,'',Does chocolate come in flavors?,Yes,random,-4.173336505889893,-4.551452159881592,-8.30986499786377,-6.029493808746338,4.136528491973877,1.478041648864746,Yes,True
comes in loaves,a bottle,'',Does a bottle come in loaves?,No,random,-5.3392229080200195,-4.358965873718262,-8.30986499786377,-6.029493808746338,2.97064208984375,1.6705279350280762,Yes,False
contains a calf,castanets,'',Does castanets contain a calf?,No,random,-4.363952159881592,-3.757899522781372,-8.30986499786377,-6.029493808746338,3.9459128379821777,2.271594285964966,Yes,False
contains a tibia,a leg,'',Does a leg contain a tibia?,Yes,random,-3.9482080936431885,-3.7073535919189453,-8.30986499786377,-6.029493808746338,4.361656904220581,2.3221402168273926,Yes,True
contains a tibia,bacon,'',Does bacon contain a tibia?,No,random,-4.112490653991699,-4.113952159881592,-8.30986499786377,-6.029493808746338,4.19737434387207,1.915541648864746,Yes,False
contains air bubbles,a spirit level,'',Does a spirit level contain air bubbles?,Yes,random,-4.577360153198242,-4.976367950439453,-8.30986499786377,-6.029493808746338,3.7325048446655273,1.0531258583068848,Yes,True
contains calcium,milk,'',Does milk contain calcium?,Yes,random,-2.406782388687134,-4.550750732421875,-8.30986499786377,-6.029493808746338,5.903082609176636,1.478743076324463,Yes,True
contains cartilage,an ear,'',Does an ear contain cartilage?,Yes,random,-3.781782388687134,-4.300750732421875,-8.30986499786377,-6.029493808746338,4.528082609176636,1.728743076324463,Yes,True
contains chemicals,a bomb,'',Does a bomb contain chemicals?,Yes,random,-2.9814584255218506,-3.494762897491455,-8.30986499786377,-6.029493808746338,5.328406572341919,2.534730911254883,Yes,True
contains chemicals,an elephant,'',Does an elephant contain chemicals?,No,random,-2.9038543701171875,-3.6669580936431885,-8.30986499786377,-6.029493808746338,5.406010627746582,2.3625357151031494,Yes,False
contains chlorophyll,spinach,'',Does spinach contain chlorophyll?,Yes,random,-3.296110153198242,-5.076412677764893,-8.30986499786377,-6.029493808746338,5.013754844665527,0.9530811309814453,Yes,True
contains chlorophyll,butter,'',Does butter contain chlorophyll?,No,random,-4.148813724517822,-4.295162677764893,-8.30986499786377,-6.029493808746338,4.161051273345947,1.7343311309814453,Yes,False
contains credit cards,a wallet,'',Does a wallet contain credit cards?,Yes,random,-3.7747933864593506,-3.570117712020874,-8.30986499786377,-6.029493808746338,4.535071611404419,2.459376096725464,Yes,True
contains credit cards,a lobster,'',Does a lobster contain credit cards?,No,random,-4.5601043701171875,-3.5756001472473145,-8.30986499786377,-6.029493808746338,3.749760627746582,2.4538936614990234,Yes,False
contains explosive material,a wolf,'',Does a wolf contain explosive material?,No,random,-4.051452159881592,-3.2910380363464355,-8.30986499786377,-6.029493808746338,4.258412837982178,2.7384557723999023,Yes,False
contains fabric parts,a marigold,'',Does a marigold contain fabric parts?,No,random,-3.813032388687134,-3.9514126777648926,-8.30986499786377,-6.029493808746338,4.496832609176636,2.0780811309814453,Yes,False
contains fat,milk,'',Does milk contain fat?,Yes,random,-2.890211582183838,-4.274458408355713,-8.30986499786377,-6.029493808746338,5.419653415679932,1.755035400390625,Yes,True
contains fiber,a stick insect,'',Does a stick insect contain fiber?,No,random,-3.327711582183838,-4.832000732421875,-8.30986499786377,-6.029493808746338,4.982153415679932,1.197493076324463,Yes,False
contains high cholesterol,a bra,'',Does a bra contain high cholesterol?,No,random,-4.101367950439453,-3.592773199081421,-8.30986499786377,-6.029493808746338,4.208497047424316,2.436720609664917,Yes,False
contains identification,a wallet,'',Does a wallet contain identification?,Yes,random,-3.207000970840454,-3.976754665374756,-8.30986499786377,-6.029493808746338,5.102864027023315,2.052739143371582,Yes,True
contains juice,a melon,'',Does a melon contain juice?,Yes,random,-3.144493818283081,-3.5228993892669678,-8.30986499786377,-6.029493808746338,5.1653711795806885,2.50659441947937,Yes,True
contains ligament,a bottle,'',Does a bottle contain ligament?,No,random,-4.045162677764893,-3.9238290786743164,-8.30986499786377,-6.029493808746338,4.264702320098877,2.1056647300720215,Yes,False
