property,prefix,Context,Question,Correct Answer,negative_sample_type,yes_logprob,no_logprob,predicted_answer,is_correct
can survive nuclear attacks,a tugboat,'',Can a tugboat survive nuclear attacks?,No,random,-6.992853164672852,-7.121822357177734,Yes,False
can take up a lot of space,a buggy,'',Can a buggy take up a lot of space?,No,random,-5.129126071929932,-5.022363185882568,No,True
can taste,a heron,'',Can a heron taste?,No,random,-5.372673988342285,-4.374332904815674,No,True
can thicken,a helmet,'',Can a helmet thicken?,No,random,-3.713350534439087,-4.155184268951416,Yes,False
can throw rocks,a catapult,'',Can a catapult throw rocks?,Yes,random,-4.647363185882568,-5.650850296020508,Yes,True
can trample,an elephant,'',Can an elephant trample?,Yes,random,-3.8231301307678223,-4.967100143432617,Yes,True
can transmit malaria,a chopping board,'',Can a chopping board transmit malaria?,No,random,-5.186400890350342,-4.437041759490967,No,True
can transport goods,a box,'',Can a box transport goods?,Yes,random,-2.3562464714050293,-2.7334775924682617,Yes,True
can transport people,a truck,'',Can a truck transport people?,Yes,random,-3.6670336723327637,-4.810997486114502,Yes,True
can travel across countries,an airplane,'',Can an airplane travel across countries?,Yes,random,-4.7600626945495605,-5.151771545410156,Yes,True
can travel long distances,a canoe,'',Can a canoe travel long distances?,No,random,-4.645540237426758,-7.152296543121338,Yes,False
can trot,a pony,'',Can a pony trot?,Yes,random,-3.79999041557312,-4.995921611785889,Yes,True
can trot,a tongue,'',Can a tongue trot?,No,random,-5.15536642074585,-2.6715447902679443,No,True
can turn into a pupa,a table,'',Can a table turn into a pupa?,No,random,-4.248497486114502,-3.2334775924682617,No,True
can unravel,a yoyo,'',Can a yoyo unravel?,Yes,random,-5.430784702301025,-5.435024261474609,Yes,True
can vibrate,a beetle,'',Can a beetle vibrate?,No,random,-2.8417601585388184,-4.592919826507568,Yes,False
can waddle,a walrus,'',Can a walrus waddle?,Yes,random,-3.5593223571777344,-4.1867899894714355,Yes,True
can wade,potato,'',Can potato wade?,No,random,-4.589542388916016,-3.5769362449645996,No,True
can wag its tail,a dog,'',Can a dog wag its tail?,Yes,random,-3.338350534439087,-3.7797000408172607,Yes,True
can wake someone up,a cow,'',Can a cow wake someone up?,No,random,-4.403531551361084,-4.030249118804932,No,True
can wallow,a buffalo,'',Can a buffalo wallow?,Yes,random,-3.905517578125,-3.4059805870056152,No,False
can wallow,a nightingale,'',Can a nightingale wallow?,No,random,-5.6238298416137695,-2.609083652496338,No,True
can water,a housefly,'',Can a housefly water?,No,random,-6.427743911743164,-7.43287992477417,Yes,False
can whip cream,a whisk,'',Can a whisk whip cream?,Yes,random,-3.7277634143829346,-3.481435775756836,No,False
can whip cream,mushroom,'',Can mushroom whip cream?,No,random,-2.7547476291656494,-5.769853591918945,Yes,False
can wink,an eye,'',Can an eye wink?,Yes,random,-4.216880798339844,-2.6089510917663574,No,False
can work in teams,an otter,'',Can an otter work in teams?,Yes,random,-3.543330669403076,-5.40504264831543,Yes,True
can wriggle,a caterpillar,'',Can a caterpillar wriggle?,Yes,random,-3.7288906574249268,-4.592293739318848,Yes,True
cannot fly,a peacock,'',Does a peacock cannot fly?,Yes,random,-5.3291401863098145,-3.7312464714050293,No,False
carries food and drinks,a tray,'',Does a tray carrie food and drinks?,Yes,random,-4.295162677764893,-5.083040237426758,Yes,True
carries food and drinks,a toad,'',Does a toad carrie food and drinks?,No,random,-5.7505693435668945,-2.5226354598999023,No,True
carries its young one in its pouch,a kangaroo,'',Does a kangaroo carrie its young one in its pouch?,Yes,random,-4.482662677764893,-4.762529373168945,Yes,True
carries one person,garlic,'',Does garlic carrie one person?,No,random,-4.006523609161377,-4.897899627685547,Yes,False
chases balls,a dog,'',Does a dog chase balls?,Yes,random,-3.0279715061187744,-4.154964923858643,Yes,True
collects food,a satchel,'',Does a satchel collect food?,No,random,-4.904131889343262,-1.6557140350341797,No,True
comes from cows,a housefly,'',Does a housefly come from cows?,No,random,-5.811122894287109,-3.5413906574249268,No,True
comes from grains,whiskey,'',Does whiskey come from grains?,Yes,random,-4.300750732421875,-5.773877143859863,Yes,True
comes in different designs,a football,'',Does a football come in different designs?,Yes,random,-3.253213405609131,-5.146792888641357,Yes,True
comes in flavors,chocolate,'',Does chocolate come in flavors?,Yes,random,-3.833040237426758,-4.840669631958008,Yes,True
comes in loaves,a bottle,'',Does a bottle come in loaves?,No,random,-6.560571193695068,-2.2966177463531494,No,True
contains a calf,castanets,'',Does castanets contain a calf?,No,random,-5.339271545410156,-3.842970371246338,No,True
contains a tibia,a leg,'',Does a leg contain a tibia?,Yes,random,-3.686174154281616,-5.374642848968506,Yes,True
contains a tibia,bacon,'',Does bacon contain a tibia?,No,random,-4.903850555419922,-2.7961761951446533,No,True
contains air bubbles,a spirit level,'',Does a spirit level contain air bubbles?,Yes,random,-4.262529373168945,-4.401176929473877,Yes,True
contains calcium,milk,'',Does milk contain calcium?,Yes,random,-2.451690435409546,-4.0904717445373535,Yes,True
contains cartilage,an ear,'',Does an ear contain cartilage?,Yes,random,-3.6957459449768066,-4.709292888641357,Yes,True
contains chemicals,a bomb,'',Does a bomb contain chemicals?,Yes,random,-3.482492446899414,-5.022899627685547,Yes,True
contains chemicals,an elephant,'',Does an elephant contain chemicals?,No,random,-3.305708646774292,-4.960399627685547,Yes,False
contains chlorophyll,spinach,'',Does spinach contain chlorophyll?,Yes,random,-2.842773199081421,-5.020540237426758,Yes,True
contains chlorophyll,butter,'',Does butter contain chlorophyll?,No,random,-6.576153755187988,-3.091031312942505,No,True
contains credit cards,a wallet,'',Does a wallet contain credit cards?,Yes,random,-4.143345832824707,-3.9047000408172607,No,False
contains credit cards,a lobster,'',Does a lobster contain credit cards?,No,random,-5.98668909072876,-1.990600824356079,No,True
contains explosive material,a wolf,'',Does a wolf contain explosive material?,No,random,-5.2751336097717285,-2.764575958251953,No,True
contains fabric parts,a marigold,'',Does a marigold contain fabric parts?,No,random,-4.7666401863098145,-3.1520423889160156,No,True
contains fat,milk,'',Does milk contain fat?,Yes,random,-3.179893970489502,-4.060797691345215,Yes,True
contains fiber,a stick insect,'',Does a stick insect contain fiber?,No,random,-5.244357585906982,-4.519123077392578,No,True
contains high cholesterol,a bra,'',Does a bra contain high cholesterol?,No,random,-5.330019474029541,-3.9654715061187744,No,True
contains identification,a wallet,'',Does a wallet contain identification?,Yes,random,-4.551452159881592,-3.794976234436035,No,False
contains juice,a melon,'',Does a melon contain juice?,Yes,random,-4.082353591918945,-4.278531551361084,Yes,True
contains ligament,a bottle,'',Does a bottle contain ligament?,No,random,-5.394853591918945,-3.699897289276123,No,True
contains liquid,a corkscrew,'',Does a corkscrew contain liquid?,No,random,-5.804893970489502,-3.060797929763794,No,True
contains money,a unicycle,'',Does a unicycle contain money?,No,random,-5.37037992477417,-2.7491955757141113,No,True
contains nerves,a toe,'',Does a toe contain nerves?,Yes,random,-4.110836505889893,-5.49537992477417,Yes,True
contains nerves,lemon,'',Does lemon contain nerves?,No,random,-5.277535915374756,-3.9053666591644287,No,True
contains oil and fat,a radio,'',Does a radio contain oil and fat?,No,random,-6.5405120849609375,-4.577210903167725,No,True
contains potassium,pear,'',Does pear contain potassium?,No,random,-3.2420177459716797,-7.490243911743164,Yes,False
contains receipts,a wallet,'',Does a wallet contain receipts?,Yes,random,-4.460399627685547,-3.0922937393188477,No,False
contains screws,a corkscrew,'',Does a corkscrew contain screws?,Yes,random,-3.6031627655029297,-3.1082229614257812,No,False
contains screws,a rose,'',Does a rose contain screws?,No,random,-4.559117794036865,-1.4291387796401978,No,True
contains stock,a soup,'',Does a soup contain stock?,Yes,random,-2.5103089809417725,-3.9987542629241943,Yes,True
contains stock,a glider,'',Does a glider contain stock?,No,random,-4.827210903167725,-3.215669870376587,No,True
contains strings,a eucalyptus tree,'',Does a eucalyptus tree contain strings?,No,random,-4.7152605056762695,-4.342809677124023,No,True
contains tubes,an ear,'',Does an ear contain tubes?,Yes,random,-4.070504665374756,-4.085399627685547,Yes,True
contains tubes,pineapple,'',Does pineapple contain tubes?,No,random,-5.6795244216918945,-3.7109034061431885,No,True
contains vinegar,a buggy,'',Does a buggy contain vinegar?,No,random,-4.839271545410156,-3.0927491188049316,No,True
contains yeast,beer,'',Does beer contain yeast?,Yes,random,-3.7107677459716797,-5.960399627685547,Yes,True
displays minutes,a harpsichord,'',Does a harpsichord display minutes?,No,random,-5.743284702301025,-3.01409912109375,No,True
displays numbers,a carnation,'',Does a carnation display numbers?,No,random,-5.341196060180664,-2.593017578125,No,True
does jump long distances,a kangaroo,'',Does a kangaroo doe jump long distances?,Yes,random,-3.378277063369751,-4.648403167724609,Yes,True
does not cover much skin,a yacht,'',Does a yacht doe not cover much skin?,No,random,-6.7318501472473145,-5.2447662353515625,No,True
does not decompose,a flamingo,'',Does a flamingo doe not decompose?,No,random,-6.053885459899902,-4.310024261474609,No,True
does not die when it stings,a wasp,'',Does a wasp doe not die when it stings?,Yes,random,-7.769123077392578,-5.278696060180664,No,False
does not die when it stings,a hummingbird,'',Does a hummingbird doe not die when it stings?,No,random,-6.670440196990967,-4.995082378387451,No,True
does not have any passengers,a camera,'',Does a camera doe not have any passengers?,No,random,-6.583685874938965,-4.716880798339844,No,True
does not have seeds,a moth,'',Does a moth doe not have seeds?,No,random,-5.528169631958008,-3.858358144760132,No,True
does not lay eggs,a cockerel,'',Does a cockerel doe not lay eggs?,Yes,random,-5.804893970489502,-3.685997724533081,No,False
does not lay eggs,a machete,'',Does a machete doe not lay eggs?,No,random,-6.429893970489502,-4.560797691345215,No,True
drags itself along,a walrus,'',Does a walrus drag itself along?,Yes,random,-5.248497486114502,-1.9918546676635742,No,False
drinks milk for nourishment,a kingfisher,'',Does a kingfisher drink milk for nourishment?,No,random,-6.966031551361084,-2.1559250354766846,No,True
eats,a marigold,'',Does a marigold eat?,No,random,-5.055353164672852,-2.0447237491607666,No,True
eats cheese,a mouse,'',Does a mouse eat cheese?,Yes,random,-2.701859712600708,-2.8275973796844482,Yes,True
eats cheese,a spider,'',Does a spider eat cheese?,No,random,-5.651771545410156,-1.530470371246338,No,True
eats from branches,a giraffe,'',Does a giraffe eat from branches?,Yes,random,-4.729458332061768,-3.635932207107544,No,False
eats from trees,a giraffe,'',Does a giraffe eat from trees?,Yes,random,-4.113952159881592,-2.4973649978637695,No,False
eats meat,a mirror,'',Does a mirror eat meat?,No,random,-5.777042388916016,-2.3431427478790283,No,True
eats nectar,a hummingbird,'',Does a hummingbird eat nectar?,Yes,random,-3.3564584255218506,-5.364618301391602,Yes,True
eats nuts,a squirrel,'',Does a squirrel eat nuts?,Yes,random,-2.686174154281616,-3.937164545059204,Yes,True
eats pet fish food,a goldfish,'',Does a goldfish eat pet fish food?,Yes,random,-4.990243911743164,-3.4801011085510254,No,False
eats rabbits,a fox,'',Does a fox eat rabbits?,Yes,random,-2.182879686355591,-3.2488298416137695,Yes,True
eats rabbits,a locust,'',Does a locust eat rabbits?,No,random,-5.62037992477417,-1.9993735551834106,No,True
eats rodents and mice,a hawk,'',Does a hawk eat rodents and mice?,Yes,random,-3.3045177459716797,-5.8065714836120605,Yes,True
eats rodents and mice,a bicycle,'',Does a bicycle eat rodents and mice?,No,random,-5.085399627685547,-1.8578959703445435,No,True
eats scraps,a pigeon,'',Does a pigeon eat scraps?,Yes,random,-3.995379686355591,-3.6865296363830566,No,False
eats seeds,an emu,'',Does an emu eat seeds?,Yes,random,-2.4536800384521484,-4.277535915374756,Yes,True
eats slugs,a hedgehog,'',Does a hedgehog eat slugs?,Yes,random,-3.1163854598999023,-6.121822357177734,Yes,True
eats snails,a hedgehog,'',Does a hedgehog eat snails?,Yes,random,-2.5637402534484863,-6.0572662353515625,Yes,True
eats snails,a buttercup,'',Does a buttercup eat snails?,No,random,-5.335399627685547,-1.9828959703445435,No,True
eats wood,a termite,'',Does a termite eat wood?,Yes,random,-4.081623077392578,-3.5279715061187744,No,False
facilitates sight,an eye,'',Does an eye facilitate sight?,Yes,random,-4.808899879455566,-3.062011957168579,No,False
feeds on fish,a bomb,'',Does a bomb feed on fish?,No,random,-6.903850555419922,-2.030881643295288,No,True
follows a route,peach,'',Does peach follow a route?,No,random,-4.3225626945495605,-4.151771545410156,No,True
gives birth to cygnets,a swan,'',Does a swan give birth to cygnets?,Yes,random,-4.335903167724609,-1.5845801830291748,No,False
gives birth to cygnets,a magpie,'',Does a magpie give birth to cygnets?,No,random,-6.833685874938965,-1.8267782926559448,No,True
gives birth to ducklings,a blender,'',Does a blender give birth to ducklings?,No,random,-6.122195243835449,-1.3587582111358643,No,True
gives birth to joeys,a kangaroo,'',Does a kangaroo give birth to joeys?,Yes,random,-3.157749652862549,-3.5538854598999023,Yes,True
gives birth to joeys,a harpsichord,'',Does a harpsichord give birth to joeys?,No,random,-6.8697662353515625,-3.123674154281616,No,True
gives birth to lambs,a sheep,'',Does a sheep give birth to lambs?,Yes,random,-2.851405382156372,-2.1069376468658447,No,False
gives birth to piglets,a pig,'',Does a pig give birth to piglets?,Yes,random,-3.4747695922851562,-2.6062464714050293,No,False
goes into space,a crayfish,'',Does a crayfish go into space?,No,random,-3.5289957523345947,-3.5303096771240234,Yes,False
goes through metamorphosis,a caterpillar,'',Does a caterpillar go through metamorphosis?,Yes,random,-3.394500970840454,-5.796465873718262,Yes,True
goes through metamorphosis,a falcon,'',Does a falcon go through metamorphosis?,No,random,-5.728147506713867,-3.2419052124023438,No,True
grows from follicles,a hyena,'',Does a hyena grow from follicles?,No,random,-5.6197662353515625,-2.8894362449645996,No,True
grows in bunches,a cherry,'',Does a cherry grow in bunches?,Yes,random,-4.372673988342285,-2.6241955757141113,No,False
grows in winter,a heart,'',Does a heart grow in winter?,No,random,-4.899740695953369,-4.154131889343262,No,True
grows on a stalk,plum,'',Does plum grow on a stalk?,Yes,random,-4.9001336097717285,-3.76409912109375,No,False
grows on bushes,a trumpet,'',Does a trumpet grow on bushes?,No,random,-6.464796543121338,-2.842970371246338,No,True
grows on cobs,a stick insect,'',Does a stick insect grow on cobs?,No,random,-5.086822032928467,-2.4517781734466553,No,True
grows on palm trees,a date,'',Does a date grow on palm trees?,Yes,random,-5.713350296020508,-2.576859712600708,No,False
