property,prefix,Context,Question,Correct Answer,negative_sample_type,yes_logprob,no_logprob,predicted_answer,is_correct
carries food and drinks,a tray,'',Does a tray carrie food and drinks?,Yes,random,-2.226367712020874,-5.9633941650390625,Yes,True
carries food and drinks,a toad,'',Does a toad carrie food and drinks?,No,random,-4.205019474029541,-3.519493818283081,No,True
carries its young one in its pouch,a kangaroo,'',Does a kangaroo carrie its young one in its pouch?,Yes,random,-1.836958646774292,-6.75417947769165,Yes,True
carries one person,garlic,'',Does garlic carrie one person?,No,random,-3.7913906574249268,-3.8538906574249268,Yes,False
chases balls,a dog,'',Does a dog chase balls?,Yes,random,-3.2121822834014893,-5.068248748779297,Yes,True
collects food,a satchel,'',Does a satchel collect food?,No,random,-4.244429588317871,-5.806929588317871,Yes,False
comes from cows,a housefly,'',Does a housefly come from cows?,No,random,-5.342464923858643,-4.030561923980713,No,True
comes from grains,whiskey,'',Does whiskey come from grains?,Yes,random,-2.511215925216675,-7.806929588317871,Yes,True
comes in different designs,a football,'',Does a football come in different designs?,Yes,random,-2.67499041557312,-5.428885459899902,Yes,True
comes in flavors,chocolate,'',Does chocolate come in flavors?,Yes,random,-2.053332567214966,-4.990832328796387,Yes,True
comes in loaves,a bottle,'',Does a bottle come in loaves?,No,random,-5.212240695953369,-5.9626336097717285,Yes,False
contains a calf,castanets,'',Does castanets contain a calf?,No,random,-4.717749118804932,-4.468381404876709,No,True
contains a tibia,a leg,'',Does a leg contain a tibia?,Yes,random,-3.7642781734466553,-6.749642848968506,Yes,True
contains a tibia,bacon,'',Does bacon contain a tibia?,No,random,-6.937095642089844,-5.687425136566162,No,True
contains air bubbles,a spirit level,'',Does a spirit level contain air bubbles?,Yes,random,-5.489618301391602,-5.243284702301025,No,False
contains calcium,milk,'',Does milk contain calcium?,Yes,random,-1.5107835531234741,-6.648403167724609,Yes,True
contains cartilage,an ear,'',Does an ear contain cartilage?,Yes,random,-3.7935450077056885,-7.466031551361084,Yes,True
contains chemicals,a bomb,'',Does a bomb contain chemicals?,Yes,random,-2.8484976291656494,-5.804405212402344,Yes,True
contains chemicals,an elephant,'',Does an elephant contain chemicals?,No,random,-3.9325826168060303,-8.55758285522461,Yes,False
contains chlorophyll,spinach,'',Does spinach contain chlorophyll?,Yes,random,-3.3729472160339355,-8.55842113494873,Yes,True
contains chlorophyll,butter,'',Does butter contain chlorophyll?,No,random,-5.186695575714111,-6.999569416046143,Yes,False
contains credit cards,a wallet,'',Does a wallet contain credit cards?,Yes,random,-3.495379686355591,-7.746399879455566,Yes,True
contains credit cards,a lobster,'',Does a lobster contain credit cards?,No,random,-6.468017578125,-3.890418291091919,No,True
contains explosive material,a wolf,'',Does a wolf contain explosive material?,No,random,-4.905184268951416,-4.780517578125,No,True
contains fabric parts,a marigold,'',Does a marigold contain fabric parts?,No,random,-6.686173915863037,-5.686832904815674,No,True
contains fat,milk,'',Does milk contain fat?,Yes,random,-1.399788737297058,-6.201153755187988,Yes,True
contains fiber,a stick insect,'',Does a stick insect contain fiber?,No,random,-4.749143600463867,-7.062142848968506,Yes,False
contains high cholesterol,a bra,'',Does a bra contain high cholesterol?,No,random,-6.622524261474609,-4.248967170715332,No,True
contains identification,a wallet,'',Does a wallet contain identification?,Yes,random,-4.3402605056762695,-6.779380798339844,Yes,True
contains juice,a melon,'',Does a melon contain juice?,Yes,random,-2.5136661529541016,-8.186088562011719,Yes,True
contains ligament,a bottle,'',Does a bottle contain ligament?,No,random,-3.947467088699341,-5.964542388916016,Yes,False
contains liquid,a corkscrew,'',Does a corkscrew contain liquid?,No,random,-4.873588562011719,-5.437041759490967,Yes,False
contains money,a unicycle,'',Does a unicycle contain money?,No,random,-6.02970027923584,-3.7809805870056152,No,True
contains nerves,a toe,'',Does a toe contain nerves?,Yes,random,-3.1981301307678223,-6.372195243835449,Yes,True
contains nerves,lemon,'',Does lemon contain nerves?,No,random,-5.966196060180664,-4.655115604400635,No,True
contains oil and fat,a radio,'',Does a radio contain oil and fat?,No,random,-6.37037992477417,-5.372195243835449,No,True
contains potassium,pear,'',Does pear contain potassium?,No,random,-2.855602502822876,-7.090669631958008,Yes,False
contains receipts,a wallet,'',Does a wallet contain receipts?,Yes,random,-4.091031551361084,-7.154964923858643,Yes,True
contains screws,a corkscrew,'',Does a corkscrew contain screws?,Yes,random,-4.999569416046143,-3.8748512268066406,No,False
contains screws,a rose,'',Does a rose contain screws?,No,random,-5.310688018798828,-3.9989006519317627,No,True
contains stock,a soup,'',Does a soup contain stock?,Yes,random,-3.1048262119293213,-6.4322662353515625,Yes,True
contains stock,a glider,'',Does a glider contain stock?,No,random,-2.970855712890625,-3.7199902534484863,Yes,False
contains strings,a eucalyptus tree,'',Does a eucalyptus tree contain strings?,No,random,-4.841631889343262,-6.780249118804932,Yes,False
contains tubes,an ear,'',Does an ear contain tubes?,Yes,random,-2.7866532802581787,-6.429405212402344,Yes,True
contains tubes,pineapple,'',Does pineapple contain tubes?,No,random,-3.449233055114746,-6.589542388916016,Yes,False
contains vinegar,a buggy,'',Does a buggy contain vinegar?,No,random,-4.841760158538818,-6.030470371246338,Yes,False
contains yeast,beer,'',Does beer contain yeast?,Yes,random,-2.1989824771881104,-7.559695243835449,Yes,True
displays minutes,a harpsichord,'',Does a harpsichord display minutes?,No,random,-6.279380798339844,-7.280470371246338,Yes,False
displays numbers,a carnation,'',Does a carnation display numbers?,No,random,-4.874244213104248,-8.687041282653809,Yes,False
does jump long distances,a kangaroo,'',Does a kangaroo doe jump long distances?,Yes,random,-4.40470027923584,-7.029793739318848,Yes,True
does not cover much skin,a yacht,'',Does a yacht doe not cover much skin?,No,random,-3.568216323852539,-5.401176929473877,Yes,False
does not decompose,a flamingo,'',Does a flamingo doe not decompose?,No,random,-5.0005693435668945,-6.512529373168945,Yes,False
does not die when it stings,a wasp,'',Does a wasp doe not die when it stings?,Yes,random,-3.195399522781372,-3.7588043212890625,Yes,True
does not die when it stings,a hummingbird,'',Does a hummingbird doe not die when it stings?,No,random,-4.772363185882568,-4.772363185882568,No,True
does not have any passengers,a camera,'',Does a camera doe not have any passengers?,No,random,-3.564605712890625,-4.896185874938965,Yes,False
does not have seeds,a moth,'',Does a moth doe not have seeds?,No,random,-4.649322032928467,-6.276771545410156,Yes,False
does not lay eggs,a cockerel,'',Does a cockerel doe not lay eggs?,Yes,random,-3.056941270828247,-4.754126071929932,Yes,True
does not lay eggs,a machete,'',Does a machete doe not lay eggs?,No,random,-4.435315132141113,-6.811744213104248,Yes,False
drags itself along,a walrus,'',Does a walrus drag itself along?,Yes,random,-5.060797691345215,-7.061946868896484,Yes,True
drinks milk for nourishment,a kingfisher,'',Does a kingfisher drink milk for nourishment?,No,random,-5.561588764190674,-5.249512195587158,No,True
eats,a marigold,'',Does a marigold eat?,No,random,-3.2980401515960693,-3.8619158267974854,Yes,False
eats cheese,a mouse,'',Does a mouse eat cheese?,Yes,random,-1.6463532447814941,-5.138912677764893,Yes,True
eats cheese,a spider,'',Does a spider eat cheese?,No,random,-3.7461681365966797,-2.9959216117858887,No,True
eats from branches,a giraffe,'',Does a giraffe eat from branches?,Yes,random,-3.8188138008117676,-5.711377143859863,Yes,True
eats from trees,a giraffe,'',Does a giraffe eat from trees?,Yes,random,-1.6210142374038696,-5.7767229080200195,Yes,True
eats meat,a mirror,'',Does a mirror eat meat?,No,random,-3.920440435409546,-2.982940435409546,No,True
eats nectar,a hummingbird,'',Does a hummingbird eat nectar?,Yes,random,-2.5226354598999023,-6.0251336097717285,Yes,True
eats nuts,a squirrel,'',Does a squirrel eat nuts?,Yes,random,-2.2991890907287598,-6.48824405670166,Yes,True
eats pet fish food,a goldfish,'',Does a goldfish eat pet fish food?,Yes,random,-3.35188627243042,-5.963350296020508,Yes,True
eats rabbits,a fox,'',Does a fox eat rabbits?,Yes,random,-2.125786781311035,-6.888653755187988,Yes,True
eats rabbits,a locust,'',Does a locust eat rabbits?,No,random,-6.1863298416137695,-4.374619960784912,No,True
eats rodents and mice,a hawk,'',Does a hawk eat rodents and mice?,Yes,random,-3.7797000408172607,-9.311400413513184,Yes,True
eats rodents and mice,a bicycle,'',Does a bicycle eat rodents and mice?,No,random,-5.7440714836120605,-3.6384055614471436,No,True
eats scraps,a pigeon,'',Does a pigeon eat scraps?,Yes,random,-3.1375925540924072,-7.434322357177734,Yes,True
eats seeds,an emu,'',Does an emu eat seeds?,Yes,random,-4.123297691345215,-6.060900688171387,Yes,True
eats slugs,a hedgehog,'',Does a hedgehog eat slugs?,Yes,random,-3.718061923980713,-7.9682464599609375,Yes,True
eats snails,a hedgehog,'',Does a hedgehog eat snails?,Yes,random,-3.5464510917663574,-8.062185287475586,Yes,True
eats snails,a buttercup,'',Does a buttercup eat snails?,No,random,-5.123297691345215,-7.999195575714111,Yes,False
eats wood,a termite,'',Does a termite eat wood?,Yes,random,-3.20624041557312,-5.9541401863098145,Yes,True
facilitates sight,an eye,'',Does an eye facilitate sight?,Yes,random,-3.368690252304077,-6.426452159881592,Yes,True
feeds on fish,a bomb,'',Does a bomb feed on fish?,No,random,-4.961377143859863,-5.839796543121338,Yes,False
follows a route,peach,'',Does peach follow a route?,No,random,-3.2661800384521484,-5.502401828765869,Yes,False
gives birth to cygnets,a swan,'',Does a swan give birth to cygnets?,Yes,random,-2.778531312942505,-7.967100143432617,Yes,True
gives birth to cygnets,a magpie,'',Does a magpie give birth to cygnets?,No,random,-5.249738693237305,-3.562425136566162,No,True
gives birth to ducklings,a blender,'',Does a blender give birth to ducklings?,No,random,-6.154964923858643,-3.8275270462036133,No,True
gives birth to joeys,a kangaroo,'',Does a kangaroo give birth to joeys?,Yes,random,-2.353717088699341,-5.7751336097717285,Yes,True
gives birth to joeys,a harpsichord,'',Does a harpsichord give birth to joeys?,No,random,-6.685571193695068,-3.9521992206573486,No,True
gives birth to lambs,a sheep,'',Does a sheep give birth to lambs?,Yes,random,-2.5533041954040527,-6.248622894287109,Yes,True
gives birth to piglets,a pig,'',Does a pig give birth to piglets?,Yes,random,-2.1216177940368652,-7.559322357177734,Yes,True
goes into space,a crayfish,'',Does a crayfish go into space?,No,random,-6.0902605056762695,-4.530115604400635,No,True
goes through metamorphosis,a caterpillar,'',Does a caterpillar go through metamorphosis?,Yes,random,-2.8729472160339355,-7.8113298416137695,Yes,True
goes through metamorphosis,a falcon,'',Does a falcon go through metamorphosis?,No,random,-5.624541759490967,-5.249904155731201,No,True
grows from follicles,a hyena,'',Does a hyena grow from follicles?,No,random,-5.936173915863037,-7.061695575714111,Yes,False
grows in bunches,a cherry,'',Does a cherry grow in bunches?,Yes,random,-3.3748373985290527,-4.890705108642578,Yes,True
grows in winter,a heart,'',Does a heart grow in winter?,No,random,-3.5431907176971436,-2.9781477451324463,No,True
grows on a stalk,plum,'',Does plum grow on a stalk?,Yes,random,-3.3252761363983154,-7.651771545410156,Yes,True
grows on bushes,a trumpet,'',Does a trumpet grow on bushes?,No,random,-5.122673988342285,-3.8267781734466553,No,True
grows on cobs,a stick insect,'',Does a stick insect grow on cobs?,No,random,-5.7492899894714355,-5.249769687652588,No,True
grows on palm trees,a date,'',Does a date grow on palm trees?,Yes,random,-2.832702159881592,-5.147899627685547,Yes,True
grows on trees,kiwi,'',Does kiwi grow on trees?,Yes,random,-1.9858365058898926,-4.488952159881592,Yes,True
grows slowly,a ladybird,'',Does a ladybird grow slowly?,No,random,-3.229222059249878,-5.618284702301025,Yes,False
grows underground,an onion,'',Does an onion grow underground?,Yes,random,-3.2734034061431885,-1.7648897171020508,No,False
has a back rest,an alligator,'',Does an alligator have a back rest?,No,random,-3.9001338481903076,-5.274322032928467,Yes,False
has a bag of air,a rollerskate,'',Does a rollerskate have a bag of air?,No,random,-4.155858039855957,-6.593605995178223,Yes,False
has a base,a jug,'',Does a jug have a base?,Yes,random,-3.247753858566284,-5.390705108642578,Yes,True
has a base,a clam,'',Does a clam have a base?,No,random,-3.965669870376587,-5.716495513916016,Yes,False
has a basin,a sink,'',Does a sink have a basin?,Yes,random,-3.684695243835449,-5.99701452255249,Yes,True
has a bathroom,a houseboat,'',Does a houseboat have a bathroom?,Yes,random,-1.63150954246521,-5.953205108642578,Yes,True
has a beak,rice,'',Does rice have a beak?,No,random,-5.499373435974121,-4.937184810638428,No,True
has a beard,a goat,'',Does a goat have a beard?,Yes,random,-2.22688627243042,-3.91438627243042,Yes,True
has a beaver tail,a shirt,'',Does a shirt have a beaver tail?,No,random,-3.865832567214966,-3.3065714836120605,No,True
has a bedroom,a houseboat,'',Does a houseboat have a bedroom?,Yes,random,-2.5866031646728516,-6.902296543121338,Yes,True
has a bedroom,a frog,'',Does a frog have a bedroom?,No,random,-4.2931904792785645,-1.4105271100997925,No,True
has a big beak,an orange,'',Does an orange have a big beak?,No,random,-5.372815132141113,-4.5598649978637695,No,True
has a big body,a tarantula,'',Does a tarantula have a big body?,Yes,random,-3.5135397911071777,-7.123071193695068,Yes,True
has a big head,a spider,'',Does a spider have a big head?,No,random,-2.5637402534484863,-4.61168909072876,Yes,False
has a big horn,an eel,'',Does an eel have a big horn?,No,random,-7.499512195587158,-4.499738693237305,No,True
has a big nose,a hippo,'',Does a hippo have a big nose?,Yes,random,-1.7593977451324463,-5.568248748779297,Yes,True
has a big shell,a sofa,'',Does a sofa have a big shell?,No,random,-4.65470027923584,-4.21786642074585,No,True
has a blowhole,a pig,'',Does a pig have a blowhole?,No,random,-5.279881954193115,-2.577404022216797,No,True
has a boot,a lorry,'',Does a lorry have a boot?,Yes,random,-3.196716070175171,-4.5279717445373535,Yes,True
has a bow at the front,a boat,'',Does a boat have a bow at the front?,Yes,random,-1.9660893678665161,-5.475273609161377,Yes,True
has a bridge,a violin,'',Does a violin have a bridge?,Yes,random,-2.095855712890625,-7.207353591918945,Yes,True
has a brown center,a sunflower,'',Does a sunflower have a brown center?,Yes,random,-2.3713998794555664,-6.372815132141113,Yes,True
has a brush,a broom,'',Does a broom have a brush?,Yes,random,-2.065777063369751,-4.939901828765869,Yes,True
has a bushy tail,a yoyo,'',Does a yoyo have a bushy tail?,No,random,-4.029131889343262,-5.279964923858643,Yes,False
has a call,a cockerel,'',Does a cockerel have a call?,Yes,random,-2.7199902534484863,-5.5166401863098145,Yes,True
has a center,plum,'',Does plum have a center?,Yes,random,-2.788125514984131,-3.91438627243042,Yes,True
has a center,an accordion,'',Does an accordion have a center?,No,random,-5.215669631958008,-5.9027605056762695,Yes,False
has a circular head,a harmonica,'',Does a harmonica have a circular head?,No,random,-4.9682769775390625,-5.968480587005615,Yes,False
has a collar,a chair,'',Does a chair have a collar?,No,random,-4.149322032928467,-4.214796543121338,Yes,False
